Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),6.61,4.30,71.34,3498.34,4.48,4.52,4.52,4.53,4.55,4.57,9.52,16.80,44.05,7.22
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,257.00,257.00,257.00,135953.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,529.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,529.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.93,77.77,78.05,41226.38,77.80,77.84,77.86,77.90,77.94,77.97,77.99,78.01,78.04,0.05
HTTP Data Sent (KB),69.88,65.29,73.66,36966.11,66.09,67.16,68.09,69.11,69.81,70.65,72.06,72.59,73.17,1.51
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),50356.02,3588.71,59580.35,26638335.76,5834.25,15241.34,26884.66,56005.32,56245.20,56498.54,56630.06,56691.83,57186.24,13298.20
HTTP Receiving (ms),2219.06,1994.87,2237.18,1173883.46,2154.74,2215.59,2216.59,2218.94,2220.77,2222.93,2224.70,2225.42,2227.66,17.76
HTTP Sending (ms),0.15,0.09,0.25,79.65,0.09,0.10,0.11,0.14,0.14,0.17,0.18,0.20,0.22,0.03
HTTP Total Time (ms),50356.02,3588.71,59580.35,26638335.76,5834.25,15241.34,26884.66,56005.32,56245.20,56498.54,56630.06,56691.83,57186.24,13298.20
HTTP Waiting (TTFB) (ms),48136.81,1588.78,57356.09,25464372.65,3631.19,13024.63,24664.07,53786.61,54021.99,54276.90,54409.31,54470.04,54960.50,13293.97
Input Sequence Length (tokens),16384.02,16384.00,16385.00,8667144.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16385.00,0.12
Inter Chunk Latency (ms),8.70,2.73,14.25,1173605.76,7.34,8.03,8.15,8.56,8.72,8.97,9.11,9.19,9.91,0.45
Inter Token Latency (ms),8.70,7.82,8.77,4602.38,8.45,8.69,8.69,8.70,8.71,8.71,8.72,8.72,8.73,0.07
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,135424.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,135424.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),114.95,114.02,127.84,60807.85,114.50,114.61,114.65,114.75,114.85,114.95,115.07,115.13,118.38,1.01
Prefill Throughput Per User (tokens/sec/user),501.69,285.65,10311.03,265391.68,298.11,300.79,301.12,301.86,303.28,304.61,664.32,1257.99,4552.40,858.38
Request Latency (ms),50355.56,3588.61,59579.69,26638093.79,5833.71,15240.98,26884.12,56005.07,56245.12,56497.94,56629.87,56691.42,57185.56,13298.17
Time to First Output Token (ms),48137.03,1588.98,57356.29,25464488.03,3631.40,13024.90,24664.30,53786.82,54022.23,54277.14,54409.56,54470.24,54960.78,13293.98
Time to First Token (ms),48137.03,1588.98,57356.29,25464488.03,3631.40,13024.90,24664.30,53786.82,54022.23,54277.14,54409.56,54470.24,54960.78,13293.98
Time to Second Token (ms),8.73,6.48,10.85,4618.26,7.74,8.41,8.48,8.57,8.78,8.89,8.98,9.04,9.63,0.32

Metric,Value
Benchmark Duration (sec),235.76
Good Request Count,2.00
GoodRequestFraction (ratio),0.00
Goodput (requests/sec),0.01
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),574.41
Request Count,529.00
Request Throughput (requests/sec),2.24
Total Input Sequence Length (tokens),8667144.00
Total Output Sequence Length (tokens),135424.00
Total Output Tokens (tokens),135424.00
Total Token Throughput (tokens/sec),37336.39


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
