Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),116.87,114.69,117.34,9700.52,116.08,116.51,116.55,116.73,116.95,117.09,117.17,117.21,117.26,0.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,257.00,257.00,257.00,21331.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,83.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,83.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.91,77.77,78.01,6466.40,77.78,77.83,77.84,77.88,77.91,77.95,77.97,77.98,78.00,0.05
HTTP Data Sent (KB),34.97,33.18,37.17,2902.43,33.32,33.59,34.06,34.51,34.85,35.35,36.07,36.37,37.15,0.83
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2190.56,2182.13,2232.21,181816.67,2183.31,2184.32,2184.96,2186.43,2189.06,2193.19,2196.64,2197.36,2205.69,6.33
HTTP Receiving (ms),1699.09,1694.48,1743.85,141024.85,1694.80,1695.90,1696.79,1698.11,1698.90,1699.46,1699.70,1699.79,1708.13,5.08
HTTP Sending (ms),0.13,0.12,0.17,10.81,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.16,0.01
HTTP Total Time (ms),2190.56,2182.13,2232.21,181816.67,2183.31,2184.32,2184.96,2186.43,2189.06,2193.19,2196.64,2197.36,2205.69,6.33
HTTP Waiting (TTFB) (ms),491.34,483.51,500.75,40781.01,484.50,485.38,486.44,487.58,490.40,495.12,497.64,498.58,500.35,4.41
Input Sequence Length (tokens),8192.01,8192.00,8193.00,679937.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.18,0.11
Inter Chunk Latency (ms),6.66,4.23,19.38,141007.63,6.48,6.58,6.61,6.63,6.66,6.68,6.71,6.74,6.96,0.20
Inter Token Latency (ms),6.66,6.64,6.84,552.97,6.65,6.65,6.65,6.66,6.66,6.66,6.66,6.67,6.70,0.02
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,21248.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,21248.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),150.10,146.24,150.51,12458.27,149.31,150.04,150.05,150.07,150.11,150.19,150.30,150.38,150.48,0.44
Prefill Throughput Per User (tokens/sec/user),16667.71,16353.18,16936.22,1383420.03,16366.63,16424.22,16455.58,16539.00,16698.37,16794.67,16833.94,16871.01,16901.64,148.98
Request Latency (ms),2190.42,2181.65,2232.13,181804.56,2183.12,2184.20,2184.79,2186.33,2188.92,2193.08,2196.57,2197.28,2205.54,6.34
Time to First Output Token (ms),491.53,483.70,500.94,40796.93,484.69,485.57,486.64,487.78,490.59,495.31,497.82,498.78,500.53,4.41
Time to First Token (ms),491.53,483.70,500.94,40796.93,484.69,485.57,486.64,487.78,490.59,495.31,497.82,498.78,500.53,4.41
Time to Second Token (ms),6.56,6.38,6.71,544.51,6.43,6.45,6.49,6.52,6.55,6.60,6.67,6.68,6.70,0.07

Metric,Value
Benchmark Duration (sec),182.11
Good Request Count,83.00
GoodRequestFraction (ratio),1.00
Goodput (requests/sec),0.46
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),116.68
Request Count,83.00
Request Throughput (requests/sec),0.46
Total Input Sequence Length (tokens),679937.00
Total Output Sequence Length (tokens),21248.00
Total Output Tokens (tokens),21248.00
Total Token Throughput (tokens/sec),3850.33


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
