Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),29.14,21.64,50.68,4866.65,25.09,28.26,28.48,28.55,29.11,29.23,29.27,29.71,40.20,2.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,256.99,255.00,257.00,42917.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,0.15
HTTP Chunks Sent,1.00,1.00,1.00,167.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,167.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.94,77.30,78.06,13015.28,77.80,77.84,77.87,77.91,77.94,77.97,78.00,78.02,78.04,0.07
HTTP Data Sent (KB),139.49,132.88,144.91,23294.74,133.83,135.37,136.33,137.78,139.28,141.41,142.91,144.13,144.62,2.54
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),8832.30,5051.10,11830.61,1474994.59,6533.89,8617.41,8747.33,8759.61,8794.77,8966.44,8989.27,9059.00,10287.41,561.58
HTTP Receiving (ms),2048.03,1910.44,2108.93,342020.80,2041.04,2042.67,2043.35,2045.51,2047.97,2050.13,2053.53,2055.26,2076.78,13.05
HTTP Sending (ms),0.16,0.13,0.22,26.70,0.13,0.13,0.13,0.14,0.17,0.17,0.18,0.19,0.21,0.02
HTTP Total Time (ms),8832.30,5051.10,11830.61,1474994.59,6533.89,8617.41,8747.33,8759.61,8794.77,8966.44,8989.27,9059.00,10287.41,561.58
HTTP Waiting (TTFB) (ms),6784.11,2997.89,9782.03,1132947.09,4480.40,6569.13,6703.41,6714.12,6748.96,6914.85,6939.58,6983.03,8240.25,561.62
Input Sequence Length (tokens),32768.02,32768.00,32769.00,5472259.00,32768.00,32768.00,32768.00,32768.00,32768.00,32768.00,32768.00,32768.00,32769.00,0.13
Inter Chunk Latency (ms),8.03,2.53,15.98,341903.16,6.39,7.34,7.85,8.02,8.07,8.12,8.19,8.26,9.65,0.44
Inter Token Latency (ms),8.03,7.49,8.27,1340.80,8.00,8.01,8.01,8.02,8.03,8.04,8.05,8.06,8.14,0.05
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,42752.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,42752.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),124.56,120.99,133.49,20801.20,122.84,124.11,124.23,124.41,124.55,124.71,124.84,124.91,125.01,0.83
Prefill Throughput Per User (tokens/sec/user),4882.08,3349.74,10929.45,815307.41,4027.33,4692.40,4721.75,4738.63,4855.09,4880.29,4888.10,4988.03,7752.27,688.13
Request Latency (ms),8831.67,5050.88,11829.66,1474889.58,6533.19,8617.13,8746.36,8758.93,8794.32,8966.22,8988.07,9058.86,10286.47,561.51
Time to First Output Token (ms),6784.35,2998.14,9782.25,1132986.42,4480.66,6569.36,6703.63,6714.36,6749.20,6915.07,6939.80,6983.24,8240.53,561.62
Time to First Token (ms),6784.35,2998.14,9782.25,1132986.42,4480.66,6569.36,6703.63,6714.36,6749.20,6915.07,6939.80,6983.24,8240.53,561.62
Time to Second Token (ms),7.91,5.55,10.64,1320.32,6.11,7.17,7.83,7.89,7.93,7.99,8.07,8.14,9.05,0.44

Metric,Value
Benchmark Duration (sec),188.29
Good Request Count,0.00
GoodRequestFraction (ratio),0.00
Goodput (requests/sec),0.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),227.05
Request Count,167.00
Request Throughput (requests/sec),0.89
Total Input Sequence Length (tokens),5472259.00
Total Output Sequence Length (tokens),42752.00
Total Output Tokens (tokens),42752.00
Total Token Throughput (tokens/sec),29289.67


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
